species	MGI	UniProtKB	gene	ID
MOUSE	2384563	Q99K45	Protein Zfp810	Zfp810
MOUSE	2444763	Q8BFS8	Protein Zfp418	Zfp418
MOUSE	2180001	B1AVD2	Protein Xpnpep2	Xpnpep2
MOUSE	97490	P63015	Paired box protein Pax-6	Pax6
MOUSE	1933831	E9PUS2	Protein Btbd2	Btbd2
MOUSE	1923723	B0QZW4	Protein Supt3 (Fragment)	Supt3
MOUSE	1346018	Q9WTP9	Ventral anterior homeobox 2	Vax2
MOUSE	1338039	Q8CIV7	Transcription factor Ovo-like 2	Ovol2
MOUSE	1201674	Q8BUN5	Mothers against decapentaplegic homolog 3	Smad3
MOUSE	1890618	Q9ERR8	Zinc finger protein 319	Znf319
MOUSE	101776	P53776	LIM/homeobox protein Lhx4	Lhx4
MOUSE	3040694	B2RUK9	Protein Zfp456	Zfp456
MOUSE	1914689	Q9DCD2	Pre-mRNA-splicing factor SYF1	Xab2
MOUSE	96174	P31245	Homeobox protein Hox-A2	Hoxa2
MOUSE	1929512	Q9JLJ0	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	Litaf
MOUSE	3643810	E9PUD6	Protein Zscan18	Zscan18
MOUSE	2444641	Q78F42	Protein Zfp324	Zfp324
MOUSE	3650385	A2BI73	Protein Gm14459	Gm14459
MOUSE	1915329	Q8C5N5	Programmed cell death protein 2-like	Pdcd2l
MOUSE	99783	P63006	LIM/homeobox protein Lhx1	Lhx1
MOUSE	1924514	G5E869	"MCG133876, isoform CRA_a"	Zfp142
MOUSE	96198	P09025	Homeobox protein Hox-C8	Hoxc8
MOUSE	1915902	Q99K90	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	Tab2
MOUSE	894762	P70662	LIM domain-binding protein 1	Ldb1
MOUSE	1194883	O54751	Cone-rod homeobox protein	Crx
MOUSE	1923539	Q9D4H9	PHD finger protein 14	Phf14
MOUSE	3645677	Q3UT66	Protein Gm4858	Gm4858
MOUSE	2675292	Q66X03	"NACHT, LRR and PYD domains-containing protein 9A"	Nlrp9a
MOUSE	1860611	O70400	PDZ and LIM domain protein 1	Pdlim1
MOUSE	1924340	Q8VCR9	Occludin/ELL domain-containing protein 1	Ocel1
MOUSE	1859609	Q9JMD1	Scm-like with four MBT domains protein 1	Sfmbt1
MOUSE	2385315	K7N5X2	Protein Zfp825	Zfp825
MOUSE	1918952	Q6A068	Cell division cycle 5-like protein	Cdc5l
MOUSE	1342770	Q3UZ39	Leucine-rich repeat flightless-interacting protein 1	Lrrfip1
MOUSE	109241	P70210	Transcriptional enhancer factor TEF-5	Tead3
MOUSE	1355331	Q9EQW6	Oligodendrocyte transcription factor 2	Olig2
MOUSE	1352738	D3Z4R4	"NK6 transcription factor related, locus 2 (Drosophila)"	Nkx6-2
MOUSE	1277166	O70494	Transcription factor Sp3	Sp3
MOUSE	3651978	A2A7A2	Protein Gm13157	Gm13157
MOUSE	1931595	Q9EST8	NF-kappa-B inhibitor zeta	Nfkbiz
MOUSE	99835	O09113	Homeobox protein orthopedia	Otp
MOUSE	2140259	A2BGJ5	Protein Zmynd12	Zmynd12
MOUSE	1349717	Q60974	Nuclear receptor corepressor 1	Ncor1
MOUSE	4834573	L7N232	Protein Zfp955b	Zfp955b
MOUSE	3645984	A7M7C7	SKI family transcriptional corepressor 2	Skor2
MOUSE	2443581	Q8BHM7	MCG141845	Zfp747
MOUSE	102778	Q62232	Homeobox protein SIX2	Six2
MOUSE	109529	Q61103	Zinc finger protein ubi-d4	Dpf2
MOUSE	3027903	Q717B4	TD and POZ domain-containing protein 3	Tdpoz3
MOUSE	1919449	Q9D071	MMS19 nucleotide excision repair protein homolog	Mms19
MOUSE	107167	Q64163	Transcription factor Dp-2	Tfdp2
MOUSE	2137356	Q99PP9	Tripartite motif-containing protein 16	Trim16
MOUSE	109452	P70340	Mothers against decapentaplegic homolog 1	Smad1
MOUSE	3040708	Q7M6X9	Protein Zfp455	Zfp455
MOUSE	1916828	Q9D7B4	MCG147777	2310016G11Rik
MOUSE	1921650	Q80V81	Protein Zfp819	Zfp819
MOUSE	99829	Q08775	Runt-related transcription factor 2	Runx2
MOUSE	1343139	Q8C208	Zinc finger protein Eos	Ikzf4
MOUSE	3665412	Q6NV66	Protein Zfp646	Zfp646
MOUSE	107516	Q61169	Transcription factor GATA-6	Gata6
MOUSE	107159	P43687	Homeobox protein HMX2	Hmx2
MOUSE	893591	P70661	Neurogenin-3	Neurog3
MOUSE	95667	P82976	Homeobox protein GBX-1	Gbx1
MOUSE	2447762	Q3TUF7	YEATS domain-containing protein 2	Yeats2
MOUSE	105044	Q62187	Transcription termination factor 1	Ttf1
MOUSE	2670992	E9PZ11	Protein Zfp651	Zfp651
MOUSE	1891884	Q9JHR9	Nuclear receptor-interacting protein 2	Nrip2
MOUSE	2443973	Q8K1L0	Cyclic AMP-responsive element-binding protein 5	Creb5
MOUSE	2142079	Q7TPX5	Expressed sequence AI987944	AI987944
MOUSE	1929115	Q0VAW7	Zinc finger protein 112	Znf112
MOUSE	1926421	Q8CGF7	Transcription elongation regulator 1	Tcerg1
MOUSE	1332671	Q9QZ09	Putative homeodomain transcription factor 1	Phtf1
MOUSE	96196	P32043	Homeobox protein Hox-C5	Hoxc5
MOUSE	105085	Q64700	Retinoblastoma-like protein 2	Rbl2
MOUSE	2685226	Q14B70	Highly divergent homeobox	Hdx
MOUSE	108398	O08609	Max-like protein X	Mlx
MOUSE	98215	P28704	Retinoic acid receptor RXR-beta	Rxrb
MOUSE	3645096	E9PX85	Protein Gm10037	Gm10037
MOUSE	1890378	Q923B3	Neurotrophin receptor-interacting factor 1	Nrif1
MOUSE	3026883	Q8BV42	Zinc finger protein 786	Znf786
MOUSE	106583	P48379	DNA-binding protein RFX2	Rfx2
MOUSE	2135957	Q80Y50	Calmodulin-binding transcription activator 2	Camta2
MOUSE	3642927	A2AHC8	Protein Gm5751 (Fragment)	Gm5751
MOUSE	1289147	Q6S7F2	Transcription factor E2F7	E2f7
MOUSE	1352463	Q60644	Oxysterols receptor LXR-beta	Nr1h2
MOUSE	1890393	E9Q6D6	Protein Zfp277	Zfp277
MOUSE	5434295	L7N243	Protein Gm20939	Gm20939
MOUSE	2137896	Q8C0P7	Zinc finger protein 451	Znf451
MOUSE	3603030	Q5SWP3	NAC-alpha domain-containing protein 1	Nacad
MOUSE	97352	P97436	Homeobox protein Nkx-3.1	Nkx3-1
MOUSE	3642221	Q8BKS1	Protein Gm10330	Gm10330
MOUSE	1924107	Q2M2N2	Speckle-type POZ protein-like	Spopl
MOUSE	1913742	Q9CPW7	Zinc finger matrin-type protein 2	Zmat2
MOUSE	1922760	Q9DA16	Izumo sperm-egg fusion protein 2	Izumo2
MOUSE	3648776	L7MUB9	Protein Rhox2g	Rhox2g
MOUSE	98494	Q60707	T-box transcription factor TBX2	Tbx2
MOUSE	1929608	Q9JKX4	Protein AATF	Aatf
MOUSE	2443584	P59178	Lethal(3)malignant brain tumor-like protein 2	L3mbtl2
MOUSE	1927238	Q9ERL0	Btk-PH-domain binding protein	Mllt1
MOUSE	88289	P30658	Chromobox protein homolog 2	Cbx2
MOUSE	1915344	Q6PDG5	SWI/SNF complex subunit SMARCC2	Smarcc2
MOUSE	1353470	P70271	PDZ and LIM domain protein 4	Pdlim4
MOUSE	1927347	O54941	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Smarce1
MOUSE	2443805	Q8BMQ3	Zinc finger protein basonuclin-2	Bnc2
MOUSE	96176	P06798	Homeobox protein Hox-A4	Hoxa4
MOUSE	2176561	Q9EQB9	Zinc finger protein 287	Znf287
MOUSE	1925843	Q9JJR9	Nuclear receptor-interacting protein 3	Nrip3
MOUSE	98359	Q7M6Y2	Transcription factor SOX-11	Sox11
MOUSE	1915467	Q7TSC1	Protein PRRC2A	Prrc2a
MOUSE	3643023	G3UW68	MCG1042663	Gm9376
MOUSE	96646	P05627	Transcription factor AP-1	Jun
MOUSE	1915587	Q9DCT8	Cysteine-rich protein 2	Crip2
MOUSE	3041206	Q4PLS0	NACHT	Nlrp2
MOUSE	1352462	Q9Z0Y9	Oxysterols receptor LXR-alpha	Nr1h3
MOUSE	2444286	Q5SSH7	Zinc finger ZZ-type and EF-hand domain-containing protein 1	Zzef1
MOUSE	1915031	Q9CXY6	Interleukin enhancer-binding factor 2	Ilf2
MOUSE	1195276	O55102	Biogenesis of lysosome-related organelles complex 1 subunit 1	Bloc1s1
MOUSE	2443039	Q3U108	AT-rich interactive domain-containing protein 5A	Arid5a
MOUSE	104611	Q8BX65	MyoD family inhibitor domain-containing protein	Mdfic
MOUSE	98366	Q06831	Transcription factor SOX-4	Sox4
MOUSE	95387	Q04742	Homeobox protein EMX1	Emx1
MOUSE	2448492	Q5NCY0	Lysine-specific demethylase 6B	Kdm6b
MOUSE	97250	P01108	Myc proto-oncogene protein	Myc
MOUSE	98480	P22091	T-cell acute lymphocytic leukemia protein 1 homolog	Tal1
MOUSE	1347474	Q61660	Forkhead box protein J1	Foxj1
MOUSE	102672	Q64131	Runt-related transcription factor 3	Runx3
MOUSE	1926950	S4R299	Protein Zfp236	Zfp236
MOUSE	106032	Q61312	Transcription factor AP-2 gamma	Tfap2c
MOUSE	1201685	O88712	C-terminal-binding protein 1	Ctbp1
MOUSE	1333760	Q9WTW4	Transcription factor EC	Tfec
MOUSE	3040678	E9PVW1	Protein Zkscan7	Zkscan7
MOUSE	2679268	B2KFW1	Zinc finger and SCAN domain-containing protein 20	Zscan20
MOUSE	107543	Q61473	Transcription factor SOX-17	Sox17
MOUSE	2685857	H7BX78	Protein Zfp408	Zfp408
MOUSE	107784	Q80W31	Zinc finger protein 569	Znf569
MOUSE	1195270	O54836	Zinc finger matrin-type protein 3	Zmat3
MOUSE	2685478	Q6PHP4	"MCG140111, isoform CRA_c (Fragment)"	Znf512b
MOUSE	1921681	E9Q1J0	Protein Zfp558	Zfp558
MOUSE	2682254	Q6PCS8	Protein Zbtb40	Zbtb40
MOUSE	1914735	Q99LL5	Periodic tryptophan protein 1 homolog	Pwp1
MOUSE	1913809	Q9CPW9	"Methionine aminopeptidase 1D, mitochondrial"	Metap1d
MOUSE	1920431	Q8K120	"Nuclear factor of activated T-cells, cytoplasmic 4"	Nfatc4
MOUSE	2446782	B1AUS7	Protein Ssxa1	Ssxa1
MOUSE	2182543	Q8K5C0	Grainyhead-like protein 2 homolog	Grhl2
MOUSE	1932093	P97875	Jun dimerization protein 2	Jdp2
MOUSE	1196284	Q9Z2S7	TSC22 domain family protein 3	Tsc22d3
MOUSE	1276116	B2RWS6	Histone acetyltransferase p300	Ep300
MOUSE	1270840	O70273	ETS homologous factor	Ehf
MOUSE	1350924	P56477	Interferon regulatory factor 5	Irf5
MOUSE	1195345	Q08376	Zinc finger and BTB domain-containing protein 14	Zbtb14
MOUSE	109619	P70447	Neurogenin-2	Neurog2
MOUSE	98872	P26687	Twist-related protein 1	Twist1
MOUSE	1922863	Q8VCB2	Mediator of RNA polymerase II transcription subunit 25	Med25
MOUSE	2148204	Q8BYH0	Dorsal root ganglia homeobox protein	Drgx
MOUSE	1352453	P43136	Nuclear receptor subfamily 2 group F member 6	Nr2f6
MOUSE	99852	Q03347	Runt-related transcription factor 1	Runx1
MOUSE	1913604	Q9CSN1	SNW domain-containing protein 1	Snw1
MOUSE	1915560	Q3TJB1	Protein Zmym1	Zmym1
MOUSE	1933165	Q925T4	PLAGL2	Plagl2
MOUSE	107307	Q8C0D7	Inhibitor of growth protein 4	Ing4
MOUSE	1196908	P23881	Transcription elongation factor A protein 3	Tcea3
MOUSE	1355334	Q9JKN5	Oligodendrocyte transcription factor 1	Olig1
MOUSE	108420	Q60795	Nuclear factor erythroid 2-related factor 2	Nfe2l2
MOUSE	2442404	Q3U564	mRNA-decapping enzyme 1B	Dcp1b
MOUSE	2444708	Q8BIV1	Protein Zfp719	Zfp719
MOUSE	1859852	Q9JHE6	Transcription cofactor HES-6	Hes6
MOUSE	95668	P48031	Homeobox protein GBX-2	Gbx2
MOUSE	98367	P35710	Transcription factor SOX-5	Sox5
MOUSE	3580246	A2A4F1	Protein Rhox7	Rhox7
MOUSE	1916754	E9QAG8	Zinc finger protein 431	Znf431
MOUSE	3700965	A2A8V7	Protein Gm13247	Gm13247
MOUSE	1916139	Q8R1K1	Ubiquitin-associated domain-containing protein 2	Ubac2
MOUSE	108013	O08934	Homeobox protein unc-4 homolog	Uncx
MOUSE	96187	P09023	Homeobox protein Hox-B6	Hoxb6
MOUSE	1923848	Q3THK3	General transcription factor IIF subunit 1	Gtf2f1
MOUSE	1915266	A2AMM0	Muscle-related coiled-coil protein	Murc
MOUSE	98493	P70323	T-box transcription factor TBX1	Tbx1
MOUSE	1858421	Q9JL61	DNA-binding protein Rfx5	Rfx5
MOUSE	2142116	Q99JF8	PC4 and SFRS1-interacting protein	Psip1
MOUSE	1922830	Q5F293	Protein Zbtb4	Zbtb4
MOUSE	98358	Q04888	Transcription factor SOX-10	Sox10
MOUSE	3643869	L7N229	Protein Gm4778	Gm4778
MOUSE	1913438	Q9JL10	SERTA domain-containing protein 1	Sertad1
MOUSE	2181434	Q8CHP6	Polyhomeotic-like protein 3	Phc3
MOUSE	1276535	O09000	Nuclear receptor coactivator 3	Ncoa3
MOUSE	109349	P16951	Cyclic AMP-dependent transcription factor ATF-2	Atf2
MOUSE	107180	Q60775	ETS-related transcription factor Elf-1	Elf1
MOUSE	96647	P09450	Transcription factor jun-B	Junb
MOUSE	2443432	Q8BUR3	Forkhead box protein J3	Foxj3
MOUSE	3641861	A2ADM8	Protein Zfp831	Zfp831
MOUSE	2152406	Q924W6	Tripartite motif-containing protein 66	Trim66
MOUSE	109169	P97481	Endothelial PAS domain-containing protein 1	Epas1
MOUSE	2676630	E9Q5R7	"NACHT, LRR and PYD domains-containing protein 12"	Nlrp12
MOUSE	1923422	Q91VJ2	Protein kinase C delta-binding protein	Prkcdbp
MOUSE	102565	P31362	"POU domain, class 2, transcription factor 3"	Pou2f3
MOUSE	1347056	P62509	Estrogen-related receptor gamma	Esrrg
MOUSE	1916976	Q9CWR2	Histone-lysine N-methyltransferase SMYD3	Smyd3
MOUSE	1913961	P70122	Ribosome maturation protein SBDS	Sbds
MOUSE	1891217	Q80TS5	Zinc finger protein 423	Znf423
MOUSE	2654070	Q811W0	Transcription factor SOX-21	Sox21
MOUSE	1921747	Q3U288	Zinc finger protein 710	Znf710
MOUSE	102851	P52946	Pancreas/duodenum homeobox protein 1	Pdx1
MOUSE	1930813	Q91ZD1	Protein odd-skipped-related 2	Osr2
MOUSE	98371	Q04887	Transcription factor SOX-9	Sox9
MOUSE	3027904	Q6YCH2	TD and POZ domain-containing protein 4	Tdpoz4
MOUSE	102525	P17208	"POU domain, class 4, transcription factor 1"	Pou4f1
MOUSE	104877	Q61657	Transcription factor HES-3	Hes3
MOUSE	1890077	Q9R1E0	Forkhead box protein O1	Foxo1
MOUSE	5434040	F6XK35	Protein Gm21876	Gm21876
MOUSE	107606	Q9WTN3	Sterol regulatory element-binding protein 1	Srebf1
MOUSE	107783	Q5U406	Protein Zfp78	Zfp78
MOUSE	104740	P23204	Peroxisome proliferator-activated receptor alpha	Ppara
MOUSE	2446166	Q3UZP0	MARVEL domain-containing protein 2	Marveld2
MOUSE	1913754	Q3TLH4	Protein PRRC2C	Prrc2c
MOUSE	2442675	F8VPJ6	Protein Rfx7	Rfx7
MOUSE	3704137	L7MU37	Protein Rhox3h	Rhox3h
MOUSE	103062	P42228	Signal transducer and activator of transcription 4	Stat4
MOUSE	1914229	Q9CQ36	DNA polymerase epsilon subunit 4	Pole4
MOUSE	1099442	Q9CVD2	Ataxin-3	Atxn3
MOUSE	3652571	A2APF3	Transcriptional repressor CTCFL	Ctcfl
MOUSE	3652325	A2ARW3	Protein Gm14444	Gm14444
MOUSE	2444934	Q8VHJ7	Peroxisome proliferator-activated receptor gamma coactivator 1-beta	Ppargc1b
MOUSE	2445193	Q8VCY6	U3 small nucleolar RNA-associated protein 6 homolog	Utp6
MOUSE	107188	Q61324	Aryl hydrocarbon receptor nuclear translocator 2	Arnt2
MOUSE	2444772	Q8C0Q2	Zinc fingers and homeoboxes protein 3	Zhx3
MOUSE	1341886	Q91XC0	LIM domain-containing protein ajuba	Ajuba
MOUSE	1891436	Q99JB6	Forkhead box protein P3	Foxp3
MOUSE	105091	Q61502	Transcription factor E2F5	E2f5
MOUSE	109632	O35602	Retinal homeobox protein Rx	Rax
MOUSE	1914338	Q6ZQ73	Cullin-associated NEDD8-dissociated protein 2	Cand2
MOUSE	96204	P23812	Homeobox protein Hox-D12	Hoxd12
MOUSE	3646231	Q4KL20	MCG6337	Gm4745
MOUSE	104654	P48985	Protein atonal homolog 1	Atoh1
MOUSE	1278332	O88282	B-cell CLL/lymphoma 6 member B protein	Bcl6b
MOUSE	107755	Q62414	Neurogenic differentiation factor 2	Neurod2
MOUSE	1347465	O88621	Forkhead box protein H1	Foxh1
MOUSE	1913903	Q3UAW9	Transcription factor IIIB 50 kDa subunit	Brf2
MOUSE	2444354	F8VPQ2	Protein Arid4a	Arid4a
MOUSE	106183	Q61146	Occludin	Ocln
MOUSE	1352459	Q64249	Nuclear receptor subfamily 6 group A member 1	Nr6a1
MOUSE	104991	Q60948	Max dimerization protein 4	Mxd4
MOUSE	103038	P42227	Signal transducer and activator of transcription 3	Stat3
MOUSE	103188	P97863	Nuclear factor 1 B-type	Nfib
MOUSE	1927489	Q8CI51	PDZ and LIM domain protein 5	Pdlim5
MOUSE	1933277	Q99PM3	Transcription initiation factor IIA subunit 1	Gtf2a1
MOUSE	96192	P31257	Homeobox protein Hox-C10	Hoxc10
MOUSE	1923365	Q3TDV8	Protein Zfp444	Zfp444
MOUSE	2444412	Q8CCJ9	PHD finger protein 20-like protein 1	Phf20l1
MOUSE	2385261	Q8K0V4	CCR4-NOT transcription complex subunit 3	Cnot3
MOUSE	109295	Q62255	Sal-like protein 3	Sall3
MOUSE	105043	P30561	Aryl hydrocarbon receptor	Ahr
MOUSE	1196624	P10711	Transcription elongation factor A protein 1	Tcea1
MOUSE	1920248	Q8R1D1	Zinc finger protein 426	Znf426
MOUSE	99662	Q8C827	Zinc finger protein 62	Zfp62
MOUSE	2180715	Q9ERQ3	Zinc finger protein 704	Znf704
MOUSE	1914449	Q9CWM4	Prefoldin subunit 1	Pfdn1
MOUSE	1922757	Q9DAC9	"POU domain, class 5, transcription factor 2"	Pou5f2
MOUSE	109591	P70255	Nuclear factor 1 C-type	Nfic
MOUSE	1889585	Q9ER74	Sal-like protein 1	Sall1
MOUSE	1890752	B8JJZ7	Protein Zfp81	Zfp81
MOUSE	2141291	Q6PGH1	Protein BUD31 homolog	Bud31
MOUSE	102780	Q62231	Homeobox protein SIX1	Six1
MOUSE	1922855	Q80Y84	Lysine-specific demethylase 5B	Kdm5b
MOUSE	1349481	Q9QXV3	Inhibitor of growth protein 1	Ing1
MOUSE	1352464	Q60641	Bile acid receptor	Nr1h4
MOUSE	1917689	Q8BQ46	Protein Taf15	Taf15
MOUSE	2148705	P58463	Forkhead box protein P2	Foxp2
MOUSE	2429611	Q3TL44	NLR family member X1	Nlrx1
MOUSE	1921447	Q9D0D5	General transcription factor IIE subunit 1	Gtf2e1
MOUSE	2444584	Q69Z66	Histone H2A deubiquitinase MYSM1	Mysm1
MOUSE	3709624	A2BG91	"Novel KRAB box and zinc finger, C2H2 type domain containing protein"	Gm14295
MOUSE	1354951	Q91WG8	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	Gne
MOUSE	1352760	Q9JMG7	Hepatoma-derived growth factor-related protein 3	Hdgfrp3
MOUSE	1922816	Q9D8Y8	Inhibitor of growth protein 5	Ing5
MOUSE	1930121	E9Q8T2	Protein Prdm15	Prdm15
MOUSE	2442819	Q8CGV9	Teashirt homolog 3	Tshz3
MOUSE	3583896	E9Q8G5	Protein A430033K04Rik	A430033K04Rik
MOUSE	1918518	Q91WK0	Leucine-rich repeat flightless-interacting protein 2	Lrrfip2
MOUSE	1353569	Q9QY14	Forkhead box protein E3	Foxe3
MOUSE	1890128	Q9EQM5	Homeobox protein GPBOX	Rhox9
MOUSE	1915297	Q3TV65	MPN domain-containing protein	Mpnd
MOUSE	3028627	Q66X01	"NACHT, LRR and PYD domains-containing protein 9C"	Nlrp9c
MOUSE	2141990	Q91WS2	"NACHT, LRR and PYD domains-containing protein 6"	Nlrp6
MOUSE	2442788	Q8BZ34	Zinc finger protein 641	Znf641
MOUSE	98370	Q04886	Transcription factor SOX-8	Sox8
MOUSE	1100882	O35690	Paired mesoderm homeobox protein 2B	Phox2b
MOUSE	104790	P97443	Histone-lysine N-methyltransferase Smyd1	Smyd1
MOUSE	2443316	Q6PDK0	Protein Zbtb39	Zbtb39
MOUSE	97485	P09084	Paired box protein Pax-1	Pax1
MOUSE	1352466	P49117	Nuclear receptor subfamily 2 group C member 2	Nr2c2
MOUSE	1341800	Q9WV93	Hairy/enhancer-of-split related with YRPW motif protein 1	Hey1
MOUSE	2444734	Q8BXJ8	Zinc finger protein 385B	Znf385b
MOUSE	3613392	Q2MDF8	MCG113261	Rhox4f
MOUSE	103170	P70338	Zinc finger protein Gfi-1	Gfi1
MOUSE	5434079	J3QPM7	Protein Gm21915	Gm21915
MOUSE	1352465	Q505F1	Nuclear receptor subfamily 2 group C member 1	Nr2c1
MOUSE	1096329	Q922I5	Forkhead box protein I1	Foxi1
MOUSE	2387178	Q8BFQ8	Parkinson disease 7 domain-containing protein 1	Pddc1
MOUSE	88362	Q07424	Homeobox protein CDX-4	Cdx4
MOUSE	95610	Q00422	GA-binding protein alpha chain	Gabpa
MOUSE	104636	Q62440	Transducin-like enhancer protein 1	Tle1
MOUSE	2684283	Q673H1	Tumor suppressor candidate gene 1 protein homolog	Tusc1
MOUSE	2446771	Q8C5Z3	Protein Ssxb2	Ssxb2
MOUSE	1915241	Q9DCM7	Nucleus accumbens-associated protein 2	Nacc2
MOUSE	1340042	B1AVB3	Protein Scml2	Scml2
MOUSE	5504080	M0QWH4	Protein Gm26965	Gm26965
MOUSE	107374	P70314	Pituitary homeobox 1	Pitx1
MOUSE	1916378	Q6ZPY5	Zinc finger protein 507	Znf507
MOUSE	102810	Q8BZL8	LIM domain only protein 3	Lmo3
MOUSE	99423	P28322	ETS translocation variant 4	Etv4
MOUSE	2443957	Q7TSH3	Zinc finger protein 516	Znf516
MOUSE	2445208	Q8C7R7	DNA-binding protein RFX6	Rfx6
MOUSE	3837947	Q3TTC2	Transcription factor YY2	Yy2
MOUSE	102811	P25801	Rhombotin-2	Lmo2
MOUSE	1891017	Q9DB43	Zinc finger protein-like 1	Zfpl1
MOUSE	104635	Q9WVB2	Transducin-like enhancer protein 2	Tle2
MOUSE	2384850	Q8R1G6	PDZ and LIM domain protein 2	Pdlim2
MOUSE	1859179	P70671	Interferon regulatory factor 3	Irf3
MOUSE	3700963	B1ASD8	Protein Gm13251	Gm13251
MOUSE	1098219	O54879	High mobility group protein B3	Hmgb3
MOUSE	96891	P27792	Protein lyl-1	Lyl1
MOUSE	97249	P06876	Transcriptional activator Myb	Myb
MOUSE	1915390	Q0VBL1	Tigger transposable element-derived protein 2	Tigd2
MOUSE	102541	P70326	T-box transcription factor TBX5	Tbx5
MOUSE	3029586	J3QMA4	Protein Zfp870	Zfp870
MOUSE	3647394	A2AHC7	Protein Gm6592	Gm6592
MOUSE	107754	P70660	Neurogenin-1	Neurog1
MOUSE	2384864	F6W5H7	Protein BC002059	BC002059
MOUSE	103290	Q04207	Transcription factor p65	Rela
MOUSE	95574	P01101	Proto-oncogene c-Fos	Fos
MOUSE	1915389	Q8BU11	TOX high mobility group box family member 4	Tox4
MOUSE	95664	Q08369	Transcription factor GATA-4	Gata4
MOUSE	1913300	Q8R3W2	"MCG6979, isoform CRA_a"	0610009B22Rik
MOUSE	1923640	B1ARH2	Protein Zfp735	Zfp735
MOUSE	1341092	Q9R059	Four and a half LIM domains protein 3	Fhl3
MOUSE	1920453	Q6KAQ7	ZZ-type zinc finger-containing protein 3	Zzz3
MOUSE	1917244	A2ADY9	Protein DDI1 homolog 2	Ddi2
MOUSE	2443580	E9QAP1	Protein Zfp764	Zfp764
MOUSE	94901	Q64317	Homeobox protein DLX-1	Dlx1
MOUSE	102764	Q62233	Homeobox protein SIX3	Six3
MOUSE	1350926	Q8R4Z4	ETS translocation variant 3	Etv3
MOUSE	1098624	O54792	Transcription factor HES-2	Hes2
MOUSE	3041170	Q3U2E2	Zinc finger MYM-type protein 5	Zmym5
MOUSE	2442221	Q5DU09	Zinc finger protein 652	Znf652
MOUSE	2685992	A2AG58	Uncharacterized protein CXorf23 homolog	unassigned
MOUSE	1337040	O54915	Nuclear receptor subfamily 1 group I member 2	Nr1i2
MOUSE	1334444	Q8CCH7	Zinc finger protein ZFPM2	Zfpm2
MOUSE	98506	Q60722	Transcription factor 4	Tcf4
MOUSE	1919558	Q8CFK2	Transcription factor IIIB 90 kDa subunit	Brf1
MOUSE	1328787	P97454	Mothers against decapentaplegic homolog 5	Smad5
MOUSE	103072	Q62523	Zyxin	Zyx
MOUSE	1341157	Q8CGW4	Transcription factor SOX-30	Sox30
MOUSE	2385317	Q921P9	Transcription elongation factor A protein-like 1	Tceal1
MOUSE	2384786	Q91XE9	Cyclic AMP-responsive element-binding protein 3-like protein 3	Creb3l3
MOUSE	1196616	O08674	Recombining binding protein suppressor of hairless-like protein	Rbpjl
MOUSE	1270158	O70584	Homeobox protein Nkx-2.8	Nkx2-8
MOUSE	1913776	Q8R2M0	Transcription elongation factor A N-terminal and central domain-containing protein 2	Tceanc2
MOUSE	2142546	Q3UTQ6	Protein Zfp868	Zfp868
MOUSE	1919318	Q8C5L3	CCR4-NOT transcription complex subunit 2	Cnot2
MOUSE	2443131	Q3UTB2	Protein A630001G21Rik	A630001G21Rik
MOUSE	1344336	Q9WTJ4	Flt3-interacting zinc finger protein 1	Fiz1
MOUSE	1100513	O88609	LIM homeobox transcription factor 1-beta	Lmx1b
MOUSE	1916161	Q80V76	Protein Pygo2	Pygo2
MOUSE	96071	Q61658	Homeobox expressed in ES cells 1	Hesx1
MOUSE	1194493	Q2VPR5	Hepatoma derived growth factor-like 1	Hdgfl1
MOUSE	1913368	Q9D1J3	SAP domain-containing ribonucleoprotein	Sarnp
MOUSE	1276523	P70365	Nuclear receptor coactivator 1	Ncoa1
MOUSE	2442402	Q6ZQ08	CCR4-NOT transcription complex subunit 1	Cnot1
MOUSE	97349	Q9EQM3	Homeobox protein Nkx-2.4	Nkx2-4
MOUSE	1917711	Q91X84	CREB-regulated transcription coactivator 3	Crtc3
MOUSE	1919307	Q9D8M7	PHD finger protein 10	Phf10
MOUSE	1347463	Q61345	Forkhead box protein D1	Foxd1
MOUSE	2139365	Q7TQI7	Ankyrin repeat and BTB/POZ domain-containing protein 2	Abtb2
MOUSE	891976	Q9QYC3	Class A basic helix-loop-helix protein 15	Bhlha15
MOUSE	1921414	B1AY10	Transcriptional repressor NF-X1	Nfx1
MOUSE	3643613	L7N272	Protein Zscan4e	Zscan4e
MOUSE	1917331	E9Q6M3	Protein 2210404O09Rik	2210404O09Rik
MOUSE	2145729	Q3UT76	Protein Zfp957	Zfp957
MOUSE	1918847	A1A546	Intestine-specific homeobox	Isx
MOUSE	96397	P41136	DNA-binding protein inhibitor ID-2	Id2
MOUSE	1355553	Q9Z2E5	Protein atonal homolog 7	Atoh7
MOUSE	106034	Q61321	Homeobox protein SIX4	Six4
MOUSE	1927479	Q02614	SAP30-binding protein	Sap30bp
MOUSE	109447	Q61164	Transcriptional repressor CTCF	Ctcf
MOUSE	3770313	B9EJQ9	Protein Rhox3g	Rhox3g
